"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Snx15	19;19;19;19;19;19;19	6119399;6119852;6120632;6120632;6121492;6121905;6121927	6128304;6128147;6121642;6127807;6122287;6128133;6128165	-;-;-;-;-;-;-	8906	0
Arl2	19;19;19	6134374;6134383;6137470	6141140;6141406;6138160	-;-;-	7033	0
Batf2	19;19;19;19;19;19	6140983;6164439;6164454;6164454;6164460;6164489	6172473;6172476;6171367;6171768;6171758;6171367	+;+;+;+;+;+	31494	0
n-R5s19	19	6144732	6144851	+	120	0
Gm5510	19	6152715	6153200	+	486	0
1700123I01Rik	19;19	6184388;6184467	6224219;6224225	+;+	39838	0
Gpha2	19;19	6226380;6226388	6227768;6227768	+;+	1389	0
Ppp2r5b	19;19;19	6227765;6229285;6233937	6235872;6230479;6235843	-;-;-	8108	0
Atg2a	19;19;19;19;19	6241668;6245465;6251488;6256371;6258341	6262335;6262295;6252295;6259619;6260132	+;+;+;+;+	20668	0
Mir194-2	19	6264643	6264728	+	86	0
Mir192	19	6264844	6264932	+	89	0
Gm14963	19	6268795	6276605	-	7811	0
Ehd1	19;19;19;19	6276725;6276925;6294181;6297914	6300096;6281392;6297877;6298360	+;+;+;+	23372	0
Cdc42bpg	19;19	6306456;6321808	6325652;6322232	+;+	19197	0
Men1	19;19;19;19;19;19;19;19;19;19;19;19	6334979;6334979;6335013;6335039;6335039;6335046;6335047;6335064;6335111;6335461;6336910;6339847	6340891;6340880;6340889;6340889;6340889;6340891;6340783;6340463;6340889;6340172;6338408;6340812	+;+;+;+;+;+;+;+;+;+;+;+	5913	0
Map4k2	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6341135;6341155;6341160;6341191;6341208;6341216;6341224;6341250;6341270;6341418;6341449;6341471;6341779;6342537;6343516;6345350;6346549;6346669;6346692;6350909;6352620;6352775	6355612;6342656;6355615;6341996;6355301;6342874;6345742;6353527;6343523;6343858;6343521;6343521;6351887;6342845;6344647;6346293;6353840;6351659;6353838;6351580;6355442;6353633	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14481	0
mmu-mir-6989	19	6346480	6346544	+	65	0
Gm14966	19;19	6355522;6355598	6363535;6363759	-;-	8238	0
Sf1	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6363690;6363719;6363810;6363922;6363922;6363922;6363963;6364194;6364557;6370119;6370712;6372413;6373621;6374010;6374129	6378030;6377203;6376512;6365955;6377196;6377202;6368784;6372193;6372619;6372092;6371694;6372921;6376654;6376512;6375780	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14341	0
Pygm	19;19;19;19	6384399;6384415;6392711;6397495	6398459;6398448;6394184;6398291	+;+;+;+	14061	0
Rasgrp2	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6399340;6399456;6399746;6399864;6399868;6399874;6399917;6400113;6400527;6400533;6400547;6400562;6400564;6400583;6400623;6401695;6401702;6401718;6401719;6402918;6404582;6404741;6404827;6408405	6415210;6403633;6403485;6402574;6403478;6404337;6402446;6403638;6402430;6415205;6404421;6415216;6404824;6415215;6403612;6402446;6403638;6403638;6403638;6404971;6407061;6409668;6414041;6415211	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15877	0
Gm14965	19;19	6409400;6416810	6418606;6418606	-;-	9207	0
Nrxn2	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	6418731;6418738;6418738;6418765;6427937;6428646;6428767;6445460;6446298;6454571;6473109;6497671;6497828;6497835;6517205	6533217;6466750;6533216;6532278;6533217;6472380;6473339;6473353;6473451;6482697;6482696;6509865;6533217;6544169;6532296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	125439	0
Gm14964	19;19	6530711;6530789	6532011;6531788	-;-	1301	0
Slc22a12	19;19;19	6535845;6536065;6537737	6543019;6541549;6542711	-;-;-	7175	0
Gm14967	19	6543771	6544899	-	1129	0
Gm26460	19	6563780	6563905	+	126	0
Hmgb1-ps4	19	6592602	6593236	-	635	0
2410152P15Rik	19	6617671	6674548	-	56878	0
Gm14968	19	6645687	6647172	+	1486	0
Rps6ka4	19;19	6829085;6829085	6840601;6840601	-;-	11517	0
Ccdc88b	19	6844623	6858211	-	13589	0
Prdx5	19;19;19;19	6906697;6906706;6906750;6906846	6909978;6910106;6908301;6909617	-;-;-;-	3410	0
Trmt112	19;19;19;19	6909698;6909747;6910153;6910164	6911049;6911028;6910834;6911028	+;+;+;+	1352	0
Esrra	19;19;19;19;19	6910977;6912452;6912765;6919905;6920079	6921808;6921761;6921813;6921767;6921051	-;-;-;-;-	10837	0
mmu-mir-6990	19	6914196	6914286	-	91	0
Tex40	19	6922426	6925380	-	2955	0
Kcnk4	19	6925710	6934515	-	8806	0
Gpr137	19;19;19;19;19	6938069;6938070;6938070;6938070;6938070	6941507;6942450;6941479;6941193;6941193	-;-;-;-;-	4382	0
Bad	19;19;19;19;19	6941861;6942323;6942501;6942879;6950767	6951898;6951892;6951893;6951252;6951874	+;+;+;+;+	10038	0
Plcb3	19	6953714	6969759	-	16046	0
Ppp1r14b	19	6975048	6977324	+	2277	0
Fkbp2	19;19	6977741;6977741	6980461;6980440	-;-	2721	0
Vegfb	19;19;19	6982473;6982473;6986394	6987629;6987651;6987140	-;-;-	5179	0
Dnajc4	19;19	6987911;6987911	6992503;6992272	-;-	4593	0
Nudt22	19;19;19	6993018;6993018;6993019	6996037;6996117;6994884	-;-;-	3100	0
Trpt1	19	6996131	6999044	+	2914	0
Fermt3	19	6998958	7019469	-	20512	0
Stip1	19	7020696	7040026	-	19331	0
Macrod1	19	7056768	7198061	+	141294	0
Flrt1	19	7092014	7105729	-	13716	0
Otub1	19;19;19;19;19	7198202;7198210;7199540;7199711;7199741	7206316;7206234;7200464;7205775;7204419	-;-;-;-;-	8115	0
Cox8a	19	7215158	7217616	-	2459	0
Naa40	19	7225668	7241222	-	15555	0
Gm22113	19	7246709	7246812	+	104	0
Gm23997	19	7259941	7260061	+	121	0
Rcor2	19;19;19;19	7267325;7268301;7269764;7270952	7270144;7275225;7275224;7271769	+;+;+;+	7901	0
Mark2	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	7275396;7276733;7276759;7276759;7276759;7276759;7276849;7276849;7276852;7277090;7277280;7277445;7278502;7279160;7281037;7283137;7284757;7285820;7287337;7290337;7290666	7341819;7341799;7341433;7341588;7295447;7341192;7283050;7341804;7278094;7341221;7283065;7283178;7283517;7281941;7283110;7284778;7287363;7341860;7341604;7341642;7341812	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	66465	0
Gm17227	19;19	7297658;7297734	7304528;7304350	+;+	6871	0
AI846148	19	7356464	7383026	-	26563	0
Rab11b-ps2	19	7398421	7399077	-	657	0
2700081O15Rik	19;19;19;19	7417625;7420090;7420419;7421028	7425904;7423338;7422324;7425540	+;+;+;+	8280	0
mmu-mir-6991	19	7422573	7422642	+	70	0
Rtn3	19;19;19;19	7425901;7425901;7425901;7427028	7483281;7483289;7483289;7483219	-;-;-;-	57389	0
Atl3	19;19	7494040;7494438	7538608;7538608	+;+	44569	0
Pla2g16	19;19;19;19	7557459;7557459;7557477;7557485	7588545;7581728;7579133;7586711	+;+;+;+	31087	0
Lgals12	19;19;19	7596660;7596661;7596714	7607193;7607178;7607103	-;-;-	10534	0
Hrasls5	19;19;19	7612541;7612555;7612605	7614745;7639243;7639642	+;+;+	27102	0
Gm16437	19	7668287	7668793	+	507	0
Slc22a19	19;19;19	7673061;7682277;7706682	7711310;7711279;7711310	-;-;-	38250	0
Gm15967	19	7695899	7697014	-	1116	0
Gm15968	19	7703946	7705113	-	1168	0
Slc22a26	19;19	7781041;7781980	7802578;7802667	-;-	21627	0
Slc22a27	19;19	7864388;7864388	7966000;7966027	-;-	101640	0
Gm24951	19	7959530	7959638	-	109	0
Slc22a28	19	8062209	8131982	-	69774	0
Slc22a29	19;19;19;19	8160165;8160299;8160304;8160474	8218899;8169226;8218900;8218839	-;-;-;-	58736	0
Slc22a30	19;19;19	8335371;8335374;8343301	8405111;8405060;8405105	-;-;-	69741	0
Gm6425	19	8588407	8589196	-	790	0
Slc22a8	19;19	8591254;8591254	8611834;8611834	+;+	20581	0
Slc22a6	19	8617996	8628299	+	10304	0
Chrm1	19;19;19	8663789;8664005;8664005	8678154;8681567;8683587	+;+;+	19799	0
Gm22820	19	8681835	8682163	-	329	0
Slc3a2	19;19	8706882;8706882	8723369;8713897	-;-	16488	0
Snhg1	19;19	8723496;8723496	8726441;8726442	+;+	2947	0
Gm25855	19	8723993	8724064	+	72	0
Gm25894	19	8724251	8724325	+	75	0
Gm24452	19	8724531	8724602	+	72	0
Gm24453	19	8724868	8724943	+	76	0
Gm22744	19	8725092	8725156	+	65	0
Gm22680	19	8725341	8725409	+	69	0
Gm23246	19	8725594	8725660	+	67	0
Snord22	19	8725866	8725991	+	126	0
Wdr74	19	8735839	8740623	+	4785	0
1700092M07Rik	19	8740718	8741225	+	508	0
Stx5a	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	8741413;8741413;8741470;8741479;8741488;8741489;8741512;8741669;8741803;8741807;8741888;8742144;8742860;8748503;8748518;8748533;8748590;8749003;8749399	8755586;8756069;8742670;8755123;8755602;8755642;8744526;8742860;8755642;8749772;8755642;8748888;8749119;8755058;8749713;8754984;8749378;8755065;8750094	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14657	0
mmu-mir-6992	19	8742971	8743079	+	109	0
Nxf1	19;19;19;19;19;19;19;19;19;19;19	8757073;8757107;8757119;8757150;8757150;8764934;8766677;8767011;8768635;8770092;8770136	8770922;8772456;8767613;8763739;8765291;8767396;8769167;8767887;8770849;8770921;8770862	+;+;+;+;+;+;+;+;+;+;+	15384	0
Tmem223	19	8770996	8772475	+	1480	0
Tmem179b	19	8772522	8774467	-	1946	0
Taf6l	19;19;19;19;19;19;19;19;19;19;19	8774354;8774487;8774492;8774494;8774496;8774529;8775437;8777915;8778551;8778577;8781811	8786316;8776962;8786257;8786316;8786417;8783999;8779050;8786281;8782323;8782677;8786265	-;-;-;-;-;-;-;-;-;-;-	12064	0
Polr2g	19	8793129	8798557	-	5429	0
Zbtb3	19	8802530	8804854	+	2325	0
Ttc9c	19;19;19;19	8809075;8811136;8811296;8818297	8819333;8818924;8819294;8819232	-;-;-;-	10259	0
Hnrnpul2	19	8819401	8834142	+	14742	0
Gng3	19	8836929	8839246	-	2318	0
Bscl2	19;19;19;19;19;19;19;19;19;19	8837467;8837687;8837729;8839328;8839373;8839390;8840519;8840535;8840535;8846190	8848683;8840243;8848667;8848666;8848667;8848638;8848666;8848666;8848666;8848623	+;+;+;+;+;+;+;+;+;+	11217	0
Lrrn4cl	19	8850785	8853909	+	3125	0
Ubxn1	19;19	8871559;8871643	8875655;8875663	+;+	4105	0
AI462493	19	8880016	8880933	-	918	0
Gm21743	19	8883930	8887258	+	3329	0
Gm25822	19	8888538	8888685	-	148	0
Mir5136	19	8888699	8888774	-	76	0
1810009A15Rik	19	8888903	8890740	+	1838	0
Ints5	19	8892987	8897890	+	4904	0
Ganab	19	8898090	8916663	+	18574	0
B3gat3	19	8920374	8927234	+	6861	0
Rom1	19	8927382	8929356	-	1975	0
Eml3	19	8929694	8941563	+	11870	0
Mta2	19;19;19;19;19;19	8941875;8942493;8942506;8944034;8945095;8946400	8952303;8945873;8946727;8947136;8946748;8947698	+;+;+;+;+;+	10429	0
Tut1	19	8953850	8966207	+	12358	0
Eef1g	19;19;19;19;19;19	8967041;8967570;8968216;8968216;8968216;8972404	8978479;8972584;8969506;8970201;8972636;8978479	+;+;+;+;+;+	11439	0
Ahnak	19;19	8989284;8989284	9076919;9019195	+;+	87636	0
Scgb1a1	19	9083636	9087958	-	4323	0
Asrgl1	19;19	9109868;9132459	9135636;9135531	-;-	25769	0
Gm9750	19	9135157	9279175	+	144019	0
Gm24543	19	9234897	9234978	-	82	0
Pcna-ps2	19	9283238	9284494	+	1257	0
Gm2617	19	9323963	9324483	-	521	0
Stxbp3b	19	9557606	9559248	-	1643	0
Scgb2a2	19	9847616	9852046	+	4431	0
Gm22369	19	9855319	9855422	+	104	0
Incenp	19	9872297	9899533	-	27237	0
Gm24484	19	9908158	9908278	+	121	0
Fth1	19	9982703	9985092	+	2390	0
Best1	19;19	9985174;9990548	10001633;9992915	-;-	16460	0
Rab3il1	19;19;19;19;19;19;19;19	10001669;10015016;10015044;10018193;10018194;10018194;10018265;10031670	10035586;10027576;10027477;10035456;10035455;10038380;10028308;10033810	+;+;+;+;+;+;+;+	36712	0
Fads3	19	10041548	10059671	+	18124	0
Fads2	19	10064164	10101503	-	37340	0
Fads1	19	10182888	10196870	+	13983	0
mmu-mir-6993	19	10191375	10191439	+	65	0
Gm10143	19;19	10198368;10199189	10202384;10202382	+;+	4017	0
Fen1	19;19;19;19	10199132;10199138;10199138;10199142	10204169;10204068;10203943;10203894	-;-;-;-	5038	0
Tmem258	19;19;19;19	10204014;10204014;10204218;10206033	10207824;10207824;10207818;10207824	+;+;+;+	3811	0
Myrf	19	10208272	10240748	-	32477	0
Dagla	19;19;19	10245265;10245268;10253330	10304877;10304857;10256871	-;-;-	59613	0
Syt7	19;19;19	10389090;10389090;10389090	10453181;10453181;10453181	+;+;+	64092	0
Gm26859	19	10389130	10391735	-	2606	0
Lrrc10b	19	10455371	10457447	-	2077	0
Ppp1r32	19	10474257	10482897	-	8641	0
Sdhaf2	19	10500513	10525209	-	24697	0
Cpsf7	19	10525244	10547735	+	22492	0
Tmem216	19;19;19;19;19;19	10533865;10539403;10550461;10550492;10550550;10554747	10555736;10555751;10556238;10555751;10555751;10555751	-;-;-;-;-;-	22374	0
Tmem138	19	10570478	10577362	-	6885	0
Cyb561a3	19	10577454	10588548	+	11095	0
Dak	19	10592200	10604258	-	12059	0
Ddb1	19	10605625	10629813	+	24189	0
Vwce	19	10634233	10665210	+	30978	0
Pga5	19	10668957	10678071	-	9115	0
Vps37c	19	10688815	10714419	+	25605	0
Cd5	19	10718143	10738974	-	20832	0
A430093F15Rik	19	10740947	10786043	+	45097	0
Cd6	19;19;19;19;19	10789341;10789346;10789349;10790986;10794564	10830058;10798744;10829964;10792988;10829856	-;-;-;-;-	40718	0
Slc15a3	19;19;19;19	10839727;10842544;10842550;10842895	10843347;10857915;10843471;10859362	+;+;+;+	19636	0
Tmem132a	19;19	10857822;10857834	10869940;10869778	-;-	12119	0
Tmem109	19;19;19;19;19;19;19;19	10870660;10871850;10872134;10872189;10873928;10874242;10874260;10880502	10882001;10880370;10874737;10882001;10881711;10881731;10881698;10881698	-;-;-;-;-;-;-;-	11342	0
Prpf19	19;19;19	10888156;10895231;10898645	10909559;10909559;10909559	+;+;+	21404	0
Zp1	19;19	10914287;10914289	10916298;10920632	-;-	6346	0
Gpr44	19	10937160	10942511	+	5352	0
Ccdc86	19;19	10941481;10941481	10949266;10947332	-;-	7786	0
Ms4a10	19	10962297	10974670	-	12374	0
Ms4a15	19;19;19	10978307;10983173;10983259	10993250;10993181;10993230	-;-;-	14944	0
Ms4a18	19	10997025	11017963	-	20939	0
AW112010	19	11047617	11050566	-	2950	0
Ms4a8a	19	11067472	11081103	-	13632	0
1700017D01Rik	19	11096816	11130878	-	34063	0
1700025F22Rik	19;19;19;19	11139664;11139664;11139664;11139664	11165320;11165306;11165306;11159178	-;-;-;-	25657	0
Ms4a13	19	11169418	11196723	-	27306	0
4930526L06Rik	19	11196817	11299886	+	103070	0
Ms4a1	19	11250603	11266151	-	15549	0
Ms4a5	19	11273866	11283813	-	9948	0
Ms4a7	19;19;19;19;19	11321039;11321039;11321406;11321409;11321505	11334695;11336144;11336116;11324628;11336146	-;-;-;-;-	15108	0
Ms4a4c	19;19;19	11404770;11407661;11414841	11416419;11427246;11426468	+;+;+	22477	0
Ms4a4b	19;19;19;19;19;19;19	11443553;11443553;11443558;11443573;11459266;11461139;11462489	11459505;11458193;11458177;11463549;11463288;11463288;11463288	+;+;+;+;+;+;+	19997	0
Ms4a6c	19	11469368	11482197	+	12830	0
Gm8369	19	11492038	11512577	+	20540	0
Ms4a6b	19;19;19;19;19	11516512;11518559;11518566;11518594;11521671	11531256;11530403;11531254;11521855;11527417	+;+;+;+;+	14745	0
Ms4a4d	19	11536801	11558467	+	21667	0
Gm10212	19	11569447	11573114	+	3668	0
Ms4a6d	19;19;19;19	11586604;11586980;11586987;11587964	11604849;11593373;11593155;11593015	-;-;-;-	18246	0
Gm24599	19	11607389	11607438	-	50	0
Ms4a2	19;19	11616957;11617193	11623719;11623643	-;-	6763	0
Ms4a3	19	11629497	11640834	-	11338	0
Plac1l	19;19;19	11647279;11647280;11647284	11660516;11660559;11660559	-;-;-	13281	0
Oosp1	19;19	11667460;11667673	11691150;11691034	-;-	23691	0
Gm26183	19	11695041	11695179	+	139	0
Gm25443	19	11695267	11695342	+	76	0
Gm97	19;19	11697055;11697128	11711858;11711874	+;+	14820	0
Gif	19	11747554	11763447	+	15894	0
Mrpl16	19	11770415	11774944	+	4530	0
Stx3	19;19;19	11775119;11775119;11777487	11818893;11819403;11819403	-;-;-	44285	0
Olfr1417	19	11828077	11829024	-	948	0
Olfr1418	19	11854930	11856001	-	1072	0
Olfr1419	19	11870146	11871305	-	1160	0
Gm6365	19	11877615	11878358	-	744	0
Olfr1420	19	11895999	11897050	+	1052	0
Patl1	19	11912399	11945096	+	32698	0
Gm22272	19	11933495	11933628	-	134	0
Osbp	19	11965844	11994105	+	28262	0
Olfr1423	19	12035808	12036740	-	933	0
Olfr1424	19	12058809	12059750	-	942	0
Olfr1425	19	12073695	12074633	-	939	0
Olfr1426	19	12087612	12091847	-	4236	0
Olfr1427	19	12098702	12099639	-	938	0
Olfr1428	19	12108600	12109544	-	945	0
Olfr76	19	12119653	12120700	-	1048	0
Olfr1431	19	12209568	12210506	+	939	0
Olfr1432	19;19	12228615;12228624	12229544;12229538	-;-	930	0
Olfr262	19	12240721	12241659	-	939	0
Gm26864	19	12247491	12247646	-	156	0
Olfr235	19	12268163	12269241	+	1079	0
Olfr1433	19	12279854	12283988	+	4135	0
Olfr1436	19	12298183	12299130	-	948	0
Olfr1437	19	12321887	12322825	-	939	0
Olfr1440	19	12394265	12395212	+	948	0
Olfr1441	19	12422265	12423352	+	1088	0
Pfpl	19	12427905	12432110	+	4206	0
Mpeg1	19	12460779	12465284	+	4506	0
Dtx4	19	12466341	12501996	-	35656	0
Fam111a	19;19;19;19	12545740;12568198;12568198;12573523	12583963;12589760;12589768;12589762	+;+;+;+	44029	0
Gm16274	19	12568235	12568826	-	592	0
A330040F15Rik	19	12585868	12596566	-	10699	0
Gm4952	19;19	12599974;12600016	12626873;12628251	+;+	28278	0
Glyat	19;19;19;19;19	12633308;12633515;12633515;12633533;12639492	12653249;12648510;12635107;12653911;12650424	+;+;+;+;+	20604	0
Gm24521	19	12665255	12665361	+	107	0
Olfr1442	19	12674179	12675243	+	1065	0
Olfr1443	19	12678166	12683843	+	5678	0
Keg1	19;19;19;19;19;19;19	12695786;12695787;12695793;12695793;12695804;12695814;12695814	12719902;12716047;12719007;12718564;12714831;12719117;12714753	+;+;+;+;+;+;+	24117	0
Gm15962	19;19	12706055;12715790	12721203;12721247	-;-	15193	0
Cntf	19	12763660	12765632	-	1973	0
Zfp91	19;19;19	12763660;12767020;12771511	12796126;12796126;12790309	-;-;-	32467	0
Lpxn	19	12798606	12833807	+	35202	0
Gm5244	19	12846773	12847273	+	501	0
Olfr1444	19	12861742	12862771	+	1030	0
Olfr1445	19	12883855	12884855	+	1001	0
Olfr1446	19	12889615	12890658	-	1044	0
Olfr1447	19	12900759	12901861	-	1103	0
Olfr1448	19	12919363	12920307	-	945	0
Olfr1449	19	12934737	12935684	+	948	0
Olfr1450	19	12953591	12954568	+	978	0
Olfr1451	19	12998988	12999920	+	933	0
Olfr1452-ps1	19	13016225	13017149	+	925	0
Olfr1453	19	13027404	13028327	-	924	0
Olfr1454	19	13063413	13064336	+	924	0
Olfr1456-ps1	19	13078821	13079335	-	515	0
Olfr1457	19	13094693	13095646	-	954	0
Olfr1458	19	13102379	13103284	-	906	0
Olfr1459	19	13145643	13146743	-	1101	0
Olfr1461	19	13165016	13165954	+	939	0
Olfr1462	19	13190669	13191592	+	924	0
Olfr1463	19	13234252	13235184	+	933	0
Gm22443	19	13301001	13301107	-	107	0
Olfr1465	19	13313360	13314283	-	924	0
Olfr1466	19	13341760	13342692	+	933	0
Olfr1467	19	13364630	13365556	+	927	0
Olfr1469	19	13410571	13411500	+	930	0
Olfr1471	19	13445014	13445958	+	945	0
Olfr1472	19	13453571	13454515	-	945	0
Olfr1474	19	13470972	13471916	+	945	0
Olfr1475	19	13479252	13480196	-	945	0
Olfr1477	19	13500546	13503292	+	2747	0
Olfr1480	19	13529675	13530622	+	948	0
Olfr1484	19	13585306	13586253	+	948	0
Gm22323	19	13599660	13599768	-	109	0
Gm23931	19	13604999	13605107	-	109	0
Olfr1487	19	13619164	13620111	+	948	0
Olfr1489	19	13633113	13634054	+	942	0
Gm24124	19	13635583	13635714	-	132	0
Olfr1490	19	13654446	13655396	+	951	0
Olfr1491	19	13704829	13705788	+	960	0
Olfr1494	19	13749108	13750055	+	948	0
Olfr1495	19	13768307	13769395	+	1089	0
Olfr1496	19	13780548	13781614	+	1067	0
Olfr1497	19	13794665	13795609	-	945	0
Olfr1499	19	13814607	13815658	-	1052	0
Olfr1500	19	13827435	13828459	-	1025	0
Olfr1501	19	13838224	13839171	-	948	0
Olfr1502	19	13861795	13862745	+	951	0
Olfr1503-ps1	19	13877457	13878253	+	797	0
Olfr1504	19	13887221	13888305	-	1085	0
Olfr1505	19	13918942	13920044	+	1103	0
Gm26993	19	14017583	14018371	-	789	0
Tle4	19;19	14448072;14448150	14597983;14598051	-;-	149980	0
Gm26026	19	14718358	14718480	-	123	0
Gm5513	19	14959549	14960766	-	1218	0
Gm24319	19	15680004	15680110	+	107	0
Psat1	19;19;19;19;19;19;19	15904678;15905127;15905130;15915009;15916839;15918403;15920500	15925059;15924622;15909712;15947337;15918337;15921409;15924930	-;-;-;-;-;-;-	42660	0
Gm3329	19	15943610	15944165	+	556	0
Cep78	19	15955774	15984989	-	29216	0
C130060C02Rik	19	15985090	16010912	+	25823	0
Gnaq	19;19;19	16132831;16133296;16219632	16387463;16316527;16317274	+;+;+	254633	0
E030024N20Rik	19	16164312	16164805	-	494	0
Gm10819	19	16267061	16267621	-	561	0
Gm17068	19	16277797	16278776	+	980	0
mmu-mir-496b	19	16314892	16315004	-	113	0
Gna14	19	16435667	16610818	+	175152	0
Vps13a	19	16616763	16780822	-	164060	0
Gm9806	19	16780547	16781103	+	557	0
Foxb2	19	16872316	16873830	-	1515	0
Prune2	19	16956118	17223932	+	267815	0
PCA3_2	19	17056781	17057187	-	407	0
PCA3_1	19	17060137	17060397	-	261	0
Gcnt1	19;19;19	17326141;17326143;17332246	17356667;17339568;17356667	-;-;-	30527	0
Rfk	19;19;19	17394043;17394568;17397437	17401349;17399858;17399961	+;+;+	7307	0
Pcsk5	19;19	17432832;17558159	17837632;17837632	-;-	404801	0
Gm22880	19	17865317	17865419	-	103	0
Gm23063	19	17891959	17892051	-	93	0
Gm23061	19	17928111	17928226	+	116	0
Ostf1	19;19;19	18579328;18580992;18593601	18631789;18631740;18631718	-;-;-	52462	0
Gm8250	19	18581455	18582228	+	774	0
Nmrk1	19;19;19;19;19	18631950;18631950;18631950;18631959;18631962	18636385;18652194;18651927;18641229;18637299	+;+;+;+;+	20245	0
2410127L17Rik	19	18670780	18704788	+	34009	0
D030056L22Rik	19;19	18713193;18713236	18718428;18718428	+;+	5236	0
Gm23238	19	18732741	18732904	+	164	0
Trpm6	19	18749983	18892510	+	142528	0
Gm24190	19	18776746	18776961	-	216	0
Rorb	19;19;19;19;19	18930605;18930605;18936563;18975962;18975980	19001117;19111196;19001117;19001100;19001111	-;-;-;-;-	180592	0
Gm25437	19	19275899	19276030	+	132	0
Gm22684	19	20033504	20033635	-	132	0
Anxa1	19;19;19;19;19;19;19	20373428;20373556;20373556;20377680;20377680;20378118;20379659	20390944;20375587;20390672;20378589;20380021;20382125;20390651	-;-;-;-;-;-;-	17517	0
1500015L24Rik	19;19	20405288;20422365	20422787;20422779	+;+	17500	0
Gm6684	19	20586074	20586757	-	684	0
Aldh1a1	19	20601961	20643462	+	41502	0
Aldh1a7	19	20692953	20727562	-	34610	0
Tmc1	19	20783458	20954202	-	170745	0
Zfand5	19;19;19;19;19	21272278;21272687;21273246;21275980;21276040	21282289;21280433;21277038;21280664;21280971	+;+;+;+;+	10012	0
Gda	19;19;19	21391307;21394038;21418725	21472672;21473445;21472588	-;-;-	82139	0
Gm3443	19	21555674	21557657	+	1984	0
1110059E24Rik	19;19;19;19;19;19;19;19;19	21581202;21597312;21597701;21598170;21598325;21598551;21598814;21598826;21615265	21652728;21652976;21652800;21630768;21652917;21652917;21604319;21652610;21652793	-;-;-;-;-;-;-;-;-	71775	0
Abhd17b	19	21653309	21685637	+	32329	0
Tmem2	19;19	21778342;21778342	21858327;21858327	+;+	79986	0
Gm5514	19	21938079	21938384	+	306	0
Trpm3	19;19;19;19;19;19	22139119;22139119;22139119;22448283;22692619;22692619	22989882;22989882;22989882;22989884;22772372;22926489	+;+;+;+;+;+	850766	0
Gm22506	19	22235521	22235618	-	98	0
RP23-448C3.1	19;19	22438520;22438550	22448142;22448865	-;-	10346	0
Mir204	19	22750600	22750679	+	80	0
